0,984744 
0,004110 
0,236409 
0,949658 
0,019348 
0,564618 
0,975444 
-0,200349 
0,002045 
0,020633 
0,003188 
0,384440 
0,766743 
0,186060 
0,441937 
0,090218 
-0,746075 
0,037327 
0,478782 
1,570796 
0,375828 
1,128353 
0,000976 
1,146882 
0,931506 
0,386824 
0,000000 
0,732239 
0,000000 
0,150117 
1,547460 
0,000001 
0,000000 
0,702716 
0,373971 
0,376727 
0,478782 
1,570796 
0,375828 
1,128353 
0,000976 
1,146882 
0,931506 
0,386824 
0,000000 
0,732239 
0,000000 
0,150117 
1,547460 
0,000001 
0,000000 
0,702716 
0,373971 
0,376727 
0,984744 
0,004110 
0,236409 
0,949658 
0,019348 
0,564618 
0,975444 
-0,200349 
0,002045 
0,020633 
0,003188 
0,384440 
0,766743 
0,186060 
0,441937 
0,090218 
-0,746075 
0,037327 
0,984744 
0,004110 
0,236409 
0,949658 
0,019348 
0,564618 
0,975444 
-0,200349 
0,002045 
0,020633 
0,003188 
0,384440 
0,766743 
0,186060 
0,441937 
0,090218 
-0,746075 
0,037327 
0,478782 
1,570796 
0,375828 
1,128353 
0,000976 
1,146882 
0,931506 
0,386824 
0,000000 
0,732239 
0,000000 
0,150117 
1,547460 
0,000001 
0,000000 
0,702716 
0,373971 
0,376727 
0,478782 
1,570796 
0,375828 
1,128353 
0,000976 
1,146882 
0,931506 
0,386824 
0,000000 
0,732239 
0,000000 
0,150117 
1,547460 
0,000001 
0,000000 
0,702716 
0,373971 
0,376727 
0,478782 
1,570796 
0,375828 
1,128353 
0,000976 
1,146882 
0,931506 
0,386824 
0,000000 
0,732239 
0,000000 
0,150117 
1,547460 
0,000001 
0,000000 
0,702716 
0,373971 
0,376727 
0,984744 
0,004110 
0,236409 
0,949658 
0,019348 
0,564618 
0,975444 
-0,200349 
0,002045 
0,020633 
0,003188 
0,384440 
0,766743 
0,186060 
0,441937 
0,090218 
-0,746075 
0,037327 
0,478782 
1,570796 
0,375828 
1,128353 
0,000976 
1,146882 
0,931506 
0,386824 
0,000000 
0,732239 
0,000000 
0,150117 
1,547460 
0,000001 
0,000000 
0,702716 
0,373971 
0,376727 
0,984744 
0,004110 
0,236409 
0,949658 
0,019348 
0,564618 
0,975444 
-0,200349 
0,002045 
0,020633 
0,003188 
0,384440 
0,766743 
0,186060 
0,441937 
0,090218 
-0,746075 
0,037327 
0,478782 
1,570796 
0,375828 
1,128353 
0,000976 
1,146882 
0,931506 
0,386824 
0,000000 
0,732239 
0,000000 
0,150117 
1,547460 
0,000001 
0,000000 
0,702716 
0,373971 
0,376727 
0,984744 
0,004110 
0,236409 
0,949658 
0,019348 
0,564618 
0,975444 
-0,200349 
0,002045 
0,020633 
0,003188 
0,384440 
0,766743 
0,186060 
0,441937 
0,090218 
-0,746075 
0,037327 
13,557573 
Infinity 
51 849 079 150 071 546 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000,000000 
0,516194 
Infinity 
1 292,595396 
0,515588 
2,888821 
Infinity 
Infinity 
Infinity 
5 113 570 696 181 710 000 000 000 000 000 000 000 000 000,000000 
0,509290 
97 945 956 056 721 600 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000,000000 
94 587 948 583 679 560 000 000 000 000 000 000 000,000000 
112,331723 
0,997865 
1,330736 
